ACESSÓRIOS ,,sub,,
BA03 - BAQUETA PARA REPINIQUE MADEIRA LISA - UNIDADE ,"24,375",,,
BA21 - BAQUETA DE NYLON PARA REPINIQUE - UNIDADE,"175,5",,,
830G - TIRANTE 30CM ZINCADO - COM PORCA - UNIDADE ,"55,185",,,
841 - TALABARTE DE COURO 1 GANCHO,"331,5",,,
841N - TALABARTE DE NYLON 1 GANCHO,"173,55",,,
REPIQUE DE ANEL,,categoria,,
ALUMÍNIO ,,sub,,
"LAL3012RAA - 30cm x 12""- 10 COLUNAS - AFINAÇÃO IND.","2966,925",,,
"LAL3012RAAP - 30cm x 12""- 10 COLUNAS - AFINAÇÃO IND.- PINTADO ","3215,55",,,
"LAL3012RAAPP - 30cm x 12""- 10 COLUNAS - AFINAÇÃO IND.- PINTADO (2 CORES) ","3480,75",3450,3700,3850
"LAL3012RAACR - 30cm x 12""- 10 COLUNAS - AFINAÇÃO IND.","3646,5",,,
CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
ACESSÓRIOS ,,sub,,
844G - TIRANTE PARA REBOLO/TIMBA COM PORCA (PACOTE COM 6),"265,2",,,
"851C - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 6)",663,,,
REPIQUE DE MÃO,,categoria,,
ALUMÍNIO ,,sub,,
"LAL3010RM - 30cm x 10"" - 5 AFINAÇÕES ",,,,
"LAL3010RMP - 30cm x 10"" - 5 AFINAÇÕES - PINTADO ","1856,4",,,
"LAL3010RMCR - 30cm x 10"" - 5 AFINAÇÕES - CROMADO ","2154,75",,,
"LAL3011RM - 30cm x 11"" - 6 AFINAÇÕES ","1839,825",,,
"LAL3011RMP - 30cm x 11"" - 6 AFINAÇÕES - PINTADO ","1972,425",,,
"LAL3011RMPP - 30cm x 11"" - AFINAÇÕES - (2 CORES)","2154,75",2200,2350,2480
"LAL3012RM - 30cm x 12"" - 6 AFINAÇÕES ","2038,725",,,
"LAL3012RMP - 30cm x 12"" - 6 AFINAÇÕES - PINTADO ","2171,325",,,
MADEIRA ,,sub,,
"LME3010RM - 30cm x 10""- 5 AFINAÇÕES - REFORÇO INFERIOR","1491,75",,,
"LME3010RMP - 30cm x 10""- 5 AFINAÇÕES - REFORÇO INFERIOR - PINTADO ","1640,925",,,
"LME3012RM - 30cm x 12""- 6 AFINAÇÕES - REFORÇO INFERIOR ","2071,875",,,
"LME3012RMP - 30cm x 12""- 6 AFINAÇÕES - REFORÇO INFERIOR - PINTADO ","2279,0625",,,
POP LINE by GOPE ,,categoria,,
"RFE3010RM - 30cm x 10"" - ARO REDONDO - 5 COLUNAS ","1475,175",,,
"RFE3010RMP - 30cm x 10"" - ARO REDONDO - 5 COLUNAS - PINTADO ","1624,35",,,
"RFE3012RM - 30cm x 12"" - ARO REDONDO - 6 COLUNAS","2547,5775",,,
"RFE3012RMP - 30cm x 12"" - ARO REDONDO - 6 COLUNAS - PINTADO ","1922,7",,,
CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
ACESSÓRIOS ,,sub,,
844G - TIRANTE PARA REBOLO/TIMBA COM PORCA (PACOTE COM 6) ,"265,2",,,
"851C - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 6) ",663,,,
"843G - TIRANTE REBOLO/TAMTAM ""POP LINE"" COM PORCA (PACOTE COM 6)","232,05",,,
"855C - COLUNAREBOLO/TAMTAM ""POP LINE"" COMPLETO (PACOTE COM 6)","480,675",,,
ROCAR (CHOCALHO),,categoria,,
ALUMÍNIO ,,sub,,
530 - ROCAR - CARNAVAL 3 COLUNAS - 60 PRATINELAS ,975,,,
530L - ROCAR - CARNAVAL 2 COLUNAS - 60 PRATINELAS ,936,,,
MADEIRA ,,sub,,
531 - ROCAR - PRATINELA PEQUENA CORPO MADEIRA - 3 FILEIRAS ,390,,,
536 - ROCAR - PRATINELA GRANDE CORPO MADEIRA 5 FILEIRAS ,780,,,
538 -ROCAR/CHOCALHO MADERA ,1200,,,
3390,,categoria,,
INOX ,,sub,,
"BIN3014 - 30cm x 14"" - 6 AFINAÇÕES - MÉDIO","2403,375",,,
"BIN6014 - 60cm x 14"" - 6 AFINAÇÕES - GIGANTE ","3480,75",,,
ALUMÍNIO ,,sub,,
"BAL2012 - 20cm x 12"" - 6 AFINAÇÕES - JÚNIOR MÉDIO ","1823,25",,,
"BAL3014 - 30cm x 14"" - 6 AFINAÇÕES - MÉDIO ","2221,05",,,
"BAL4514 - 45cm x 14"" - 6 AFINAÇÕES - MÓR","2486,25",,,
"BAL4518 - 45m x 18"" - 8 AFINAÇÕES ","3646,5",,,
"BAL4518P - 45m x 18"" - 8 AFINAÇÕES - PINTADO ","4011,15",,,
BAL4518CR - SURDO ALUMINIO ARO CROMADO 2 COUROS 18X45CM,4500,,,
"BAL4520 - 45cm x 20"" - 10 AFINAÇÕES","4143,75",,,
"BAL4520P - 45cm x 20"" - 10 AFINAÇÕES - PINTADO","4558,125",,,
"BAL4522 - 45cm x 22"" - 10 AFINAÇÕES","4806,75",,,
"BAL4522P - 45cm x 22"" - 10 AFINAÇÕES - PINTADO","5287,425",,,
BAL4522CR - SURDO ALUMINIO ARO CROMADO 2 COUROS 22X45CM,5900,,,
"BAL5016 - 50cm x 16"" - 8 AFINAÇÕES ","3232,125",,,
"BAL5018 - 50cm x 18"" - 8 AFINAÇÕES ","3812,25",,,
"BAL5020 - 50cm x 20"" - 10 AFINAÇÕES - TERCEIRA ","4442,1",,,
"BAL5022 - 50cm x 22"" - 10 AFINAÇÕES - SEGUNDA ","5138,25",,,
"BAL5024 - 50cm x 24"" - 12 AFINAÇÕES - PRIMEIRA ","5801,25",,,
"BAL5026 - 50cm x 26"" - 12 AFINAÇÕES - PRIMEIRA ",6630,,,
BAL5026CR - SURDO ALUMINIO ARO CROMADO 2 COUROS 26X50CM,6200,,,
"BAL5028 - 50cm x 28"" - 14 AFINAÇÕES - PRIMEIRA","7458,75",,,
"BAL6014 - 60cm x 14"" - 6 AFINAÇÕES ","2983,5",,,
"BAL6018 - 60cm x 18"" - 8 AFINAÇÕES ","4309,5",,,
"BAL6020 - 60cm x 20"" - 10 AFINAÇÕES - TERCEIRA","5469,75",,,
"BAL6022 - 60cm x 22"" - 10 AFINAÇÕES - SEGUNDA","6116,175",,,
"BAL6024 - 60cm x 24"" - 12 AFINAÇÕES - PRIMEIRA ","6795,75",,,
"BAL6026 - 60cm x 26"" - 12 AFINAÇÕES - PRIMEIRA",7293,,,
"BAL6028 - 60cm x 28"" - 14 AFINAÇÕES - PRIMEIRA ","7790,25",,,
MADEIRA ,,sub,,
"BME3014 - 30cm x 14"" - 6 AFINAÇÕES - MÉDIO ",1989,,,
"BME4514 - 45cm x 14"" - 6 AFINAÇÕES - MÓR ","2320,5",,,
"BME5018 - 50cm x 18"" - 8 AFINAÇÕES",3315,,,
"BME5020 - 50cm x 20"" - 10 AFINAÇÕES ","3812,25",,,
"BME5022 - 50cm x 22"" - 10 AFINAÇÕES ","4226,625",,,
"BME5024 - 50cm x 24"" - 12 AFINAÇÕES ","4856,475",,,
"BME6016 - 60cm x 16"" - 8 AFINAÇÕES","3215,55",,,
"BME6018 - 60cm x 18"" - 8 AFINAÇÕES - CORTE ","3646,5",,,
"BME6018CR - 60cm x 18"" - 8 AFINAÇÕES - CORTE - CROMADO ","4060,875",,,
"BME6020 - 60cm x 20"" - 10 AFINAÇÕES - TERCEIRA ","4127,175",,,
"BME6022 - 60cm x 22"" - 10 AFINAÇÕES - SEGUNDA ","4558,125",,,
"BME6024 - 60cm x 24"" - 12 AFINAÇÕES - PRIMEIRA ","5254,275",,,
CHAVE DE AFINAÇÃO ,,sub,,
888G - CHAVE DE AFINAÇÃO TUBULAR,"77,9025",,,
"891G - CHAVE DE AFINAÇÃO EM ""L"" PROFISSIONAL","165,75",220,240,250
ACESSÓRIOS ,,sub,,
853C - PORCA DE AFINAÇÃO CROMADA (PACOTE COM 10),"82,875",,,
854C - PORCA DE AFINAÇÃO LATÃO CUMPRIDA (PACOTE COM 10) ,"165,75",,,
BA05 - BAQUETA MADEIRA LISA PARA SURDO - UNIDADE ,"44,7525",,,
BA06 - BAQUETA MADEIRA LISA PARA SURDÃO - UNIDADE ,"91,1625",,,
BA17 - BAQUETA DE MADEIRA - PONTA FORRADA - LONGA ,"140,8875",,,
BA18 - BAQUETA DE MADEIRA - PONTA FORRADA - CURTA ,"140,8875",,,
BA24 - BAQUETA CABO DE ALUMÍNIO- PONTA FORRADA - LONGA ,"248,625",,,
841NR - TALABARTE DE NYLON COM 1 GANCHO REFORÇADO ,"182,325",,,
830G - TIRANTE 30cm ZINCADO - COM PORCA - UNIDADE ,"46,41",,,
831G - TIRANTE 40cm ZINCADO - COM PORCA - UNIDADE,"62,985",,,
832G - TIRANTE 45cm ZINCADO - COM PORCA - UNIDADE,"62,985",,,
833G - TIRANTE 50cm ZINCADO - COM PORCA - UNIDADE ,"67,9575",,,
834G - TIRANTE 60cm ZINCADO - COM PORCA - UNIDADE ,"79,56",,,
SURDO COM TRIPÉ,,categoria,,
ALUMÍNIO ,,sub,,
"BAL6016PP - 60cm x 16"" - 8 AFINAÇÕES - 1 LADO PELE ANIMAL (2 CORES) ",5304,,,
"BAL6018PE - 60cm x 18"" - 8 AFINAÇÕES - 1 LADO PELE ANIMAL ","5519,475",,,
"BAL6018PEPP - 60cm x 18"" - 8 AFINAÇÕES - 1 LADO PELE ANIMAL - (2 CORES)",6630,,,
"BAL6018CRPE - 60cm x 18"" - 8 AFINAÇÕES - 1 LADO PELE ANIMAL - CROMADO ","5950,425",,,
"BAL6018CRPEP - 60cm x 18"" - 8 AFINAÇÕES - 1 LADO PELE ANIMAL - PINTADO - CROMADO ","6547,125",,,
"BAL6020PE - 60cm x 20"" - 10 AFINAÇÕES - 1 LADO PELE ANIMAL ","6878,625",,,
"BAL6020PEP - 60cm x 20"" - 10 AFINAÇÕES - 1 LADO PELE ANIMAL - PINTADO","7558,2",,,
"BAL6020PEPP - 60cm x 20"" - 10 AFINAÇÕES - 1 LADO PELE ANIMAL - PINTADO (2 CORES)","8270,925",,,
"BAL6020CRPE - 60cm x 20"" - 10 AFINAÇÕES - 1 LADO PELE ANIMAL - CROMADO",7293,,,
"BAL6020CRPEP - 60cm x 20"" - 10 AFIN. - 1 LADO PELE ANIMAL - PINTADO - CROMADO ","8022,3",,,
MADEIRA ,,sub,,
"BME6016PEP - 60cm x 16"" - 8 AFIN. - 1 LADO PELE ANIMAL - PINTADO ","4558,125",,,
"BME6018PE - 60cm x 18"" - 8 AFIN. - 1 LADO PELE ANIMAL E TRIPÉ","5055,375",,,
"BME6018PEP - 60cm x 18"" - 8 AFIN. - 1 LADO PELE ANIMAL E TRIPÉ - PINTADO ","5569,2",,,
"BME6018PEPP - 60cm x 18"" - 8 AFIN. - 1 LADO PELE ANIMAL /TRIPÉ - PINTADO (2 CORES)","6116,175",,,
"BME6018CRPE - 60cm x 18"" - 8 AFIN. - 1 LADO PELE ANIMAL - CROMADO ","5453,175",,,
"BME6018CRPEP - 60cm x 18"" - 8 AFIN. - 1 LADO PELE ANIMAL - PINTADO - CROMADO ","6000,15",,,
"BME6020PE - 60cm X 20"" - 10 AFIN. - 1 LADO ANIMAL E TRIPÉ","5801,25",,,
"BME6020PEPP - 60cm X 20"" - 10 AFIN. - 1 LADO ANIMAL E TRIPÉ (2 CORES) ","7011,225",,,
"BME6020CRPE - 60cm x 20"" -10 AFIN. - 1 LADO PELE ANIMAL - CROMADO","6215,625",,,
"BME6020CRPEP - 60cm x 20"" -10 AFIN. - 1 LADO PELE ANIMAL - PINTADO - CROMADO","6828,9",,,
MADEIRA COM AFINAÇÃO INDIVIDUAL ,,sub,,
"BAT6018M - 60cm x 18"" - 16 AFINAÇÕES - PELE ANIMAL ","7110,675",,,
"BAT6018MP - 60cm x 18"" - 16 AFINAÇÕES - PELE ANIMAL - PINTADO ","7806,825",,,
"BAT6020M - 60cm x 20"" - 20 AFINAÇÕES - PELE ANIMAL ","7574,775",,,
"BAT6020MP - 60cm x 20"" - 20 AFINAÇÕES - PELE ANIMAL - PINTADO ","8332,2525",,,
CHAVE DE AFINAÇÃO ,,sub,,
888G - CHAVE DE AFINAÇÃO TUBULAR,"77,9025",,,
"891G - CHAVE DE AFINAÇÃO EM ""L"" PROFISSIONAL","165,75",,,
ACESSÓRIOS DO SURDO ,,sub,,
89CR - PÉ DO SURDO COM SUPORTE (CONJUNTO COM 3) – CROMADO ,"1243,125",,,
849 - BORBOLETA PARA AFINAÇÃO (PACOTE COM 10) ,"99,45",,,
834G - TIRANTE 60CM ZINCADO - COM PORCA - UNIDADE ,"79,56",,,
BA17 - BAQUETA DE MADEIRA - PONTA FORRADA - LONGA,"140,8875",,,
BA18 - BAQUETA DE MADEIRA - PONTA FORRADA - CURTA,"140,8875",,,
BA24 - BAQUETA CABO DE ALUMÍNIO- PONTA FORRADA - LONGA ,"248,625",,,
SURDO BOLACHÃO,,categoria,,
TRIO DE SURDO BOLACHÃO ,,sub,,
"TSUR - TRIO BOLACHÃO 18"",20"",22"" ALUMÍNIO C/ SUPORTE","11287,575",,,
"TSURP - TRIO BOLACHÃO 18"",20"",22"" ALUMÍNIO - PINTADO - C/ SUPORTE ","11967,15",,,
SUPORTE ,,sub,,
STB - SUPORTE P/BOLACHÃO,"3646,5",,,
 CHAVE DE AFINAÇÃO ,,sub,,
890G CHAVE DE AFINAÇÃO ESTAMPADA 2.50 3.63,"41,4375",,,
SURDO DE MÃO,,categoria,,
"BAL4512-1P SURDO 45cm X 12"" ALUMÍNIO - AFIN. DE 1 LADO - PINTADO PRETO ",1989,,,
"BAL4514-1P SURDO 45cm X 14"" ALUMÍNIO - AFIN. DE 1 LADO - PINTADO VERMELHO ","2270,775",,,
"BAL4516-1P SURDO 45cm X 16"" ALUMÍNIO - AFIN. DE 1 LADO - PINTADO AMARELO ","2685,15",,,
"BAL4518-1P SURDO 45cm X 18"" AUMÍNIO - AFIN. DE 1 LADO - PINTADO VERDE ","3265,275",,,
 SUPORTE ,,sub,,
SSB - SAPATILHA DE SURDO BORRACHA ( JG COM 3 PEÇAS) ,"153,65025",,,
 CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
TAMBORIM,,categoria,,
FERRO ,,sub,,
594 - AÇO PINTURA EPOXI - 6 AFINAÇÕES ,468,,,
594CR - AÇO CROMADO - 6 AFINAÇÕES ,702,,,
ALUMÍNIO ,,sub,,
595ALCR - 6 AFINAÇÕES - CORPO FRISADO - POLIDO ,780,850,950,990
595ALCRP - 6 AFINAÇÕES - CORPO FRISADO - POLIDO - PINTADO ,858,820,890,890
595PP - 6 AFINAÇÕES - CORPO FRISADO - 6 AFIN. - (2 CORES) ,936,990,1050,1090
598ALCR - TAMBOURIM ALUMINIO FRIZADO 10 AFINAÇÕES,850,,,
MADEIRA ,,sub,,
625MECR - MADEIRA - 6 AFINAÇÕES - ENCERADO ,"682,5",850,900,950
625F - FÓRMICA - 6 AFINAÇÕES ,741,,,
627MECR - MADEIRA - 10 AFINAÇÕES - ENCERADO ,"877,5",950,1000,1080
TAMBORIM COM CLAMP ,,sub,,
595ALCRSUP - ALUMÍNIO - 6 AFINAÇÕES - PELE POROSA,1131,,,
CHAVE DE AFINAÇÃO ,,sub,,
854G - CHAVE DE AFINAÇÃO ESTAMPADA PEQUENA,"44,85",,,
"850G - CHAVE DE AFINAÇÃO PEQUENA REFORÇADA ""T""",156,,,
ACESSÓRIOS ,,sub,,
TSUPCR - SUPORTE PARA TAMBORIM (CLAMP),390,,,
BA04 - BAQUETA MADEIRA LISA - UNIDADE ,39,,,
BA04P - BAQUETA MADEIRA LISA COM PONTA - UNIDADE ,"58,5",,,
BA22 - BAQUETA PVC - DUPLA - UNIDADE ,"52,65",,,
BA23 - BAQUETA PVC - TRIPLA - UNIDADE,"56,55",,,
BA25 - BAQUETA NYLON - DUPLA - UNIDADE ,"68,25",,,
BA26 - BAQUETA NYLON - TRIPLA - UNIDADE ,"77,025",,,
BA30 - BAQUETA TRIPLA ESPECIAL ,"173,55",,,
BA31 - BAQUETA QUÌNTUPLA ESPECIAL,"189,15",,,
840G - TIRANTE PARA TAMBORIM COM PORCA (PACOTE COM 6 UNIDADES),156,,,
"850 - COLUNA TAMBORIM/PANDEIRO DE ALUMÍNIO, COMPLETO (PACOTE COM 6 UNIDADES) ","175,5",250,270,280
TAM TAM,,categoria,,
ALUMÍNIO ,,sub,,
"LAL6014SM - 60cm x 14"" - 6 AFINAÇÕES - PELE NAPA ","3232,125",,,
"LAL6014SMCR - 60cm x 14"" - 6 AFINAÇÕES - PELE NAPA","3729,375",,,
"LAL6014SMPP - 60cm x 14"" - 6 AFINAÇÕES - PELE NAPA - (2 CORES) ","3895,125",,,
CÔNICO ,,sub,,
"LAL6514SMN - 65cm x 14"" - 6 AFINAÇÕES - PELE ANIMAL","3563,625",,,
"LAL6514SMNP - 65cm x 14"" - 6 AFINAÇÕES - PELE ANIMAL - PINTADA ","3895,125",,,
MADEIRA ,,sub,,
"LME7014SM - MADEIRA - 70cm x 14"" - 6 AFINAÇÕES - PELE NAPA - REFORÇO INF.","2784,6",,,
"LME7014SMPP - MADEIRA - 70cm x 14"" - 6 AFINAÇÕES - PELE NAPA - REF. - (2 CORES)","3397,875",,,
"LME7014SMCR - MADEIRA - 70cm x 14""- 6 AFINAÇÕES - PELE NAPA - REFORÇO INF. ",3315,,,
"LME7014SMCRP - MADEIRA - 70cm x 14""- 6 AFIN. -PELE NAPA - REFORÇO INF. - PINT. ","3646,5",,,
POP LINE by GOPE ,,categoria,,
"RFE6014SM - 60cm x 14"" - ARO REDONDO - 6 COLUNAS - PELE NAPA ",2652,,,
"RFE6014SMP - 60cm x 14"" - ARO REDONDO - 6 COLUNAS - PELE NAPA - PINTADO","2917,2",,,
CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
ACESSÓRIOS ,,sub,,
844G - TIRANTE PARA REBOLO/TIMBA/TAMTAM COM PORCA (PACOTE COM 6) ,"265,2",,,
"851C - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 6) ",663,,,
"843G - TIRANTE REBOLO/TAMTAM ""POP LINE"" COM PORCA (PACOTE COM 6) ","232,05",,,
"855C - COLUNA REBOLO/TAMTAM ""POP LINE"" COMPLETO (PACOTE COM 6)","480,675",,,
841 - TALABARTE DE COURO 1 GANCHO,"281,775",,,
841N - TALABARTE DE NYLON 1 GANCHO ,"147,5175",,,
TIMBA,,categoria,,
ALUMÍNIO ,,sub,,
"LAL6514TM - 65cm x 14"" - 6 AFINAÇÕES ",3315,,,
"LAL6514TMP - 65cm x 14"" - 6 AFINAÇÕES - PINTADA ","3513,9",,,
"LAL9014TM - 90cm x 14"" - 6 AFINAÇÕES ","5527,7625",,,
MADEIRA ,,sub,,
"LME5010TM - 50cm x 10"" - 5 AFINAÇÕES ","1690,65",,,
"LME7014TM - 70cm x 14"" - 6 AFINAÇÕES ","2436,525",,,
"LME9014TM - 90cm x 14"" - 6 AFINAÇÕES ","2884,05",,,
"LME9014TMP - 90cm x 14"" - 6 AFINAÇÕES - PINTADA","3172,455",,,
CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
ACESSÓRIOS DA TIMBA ,,sub,,
844G - TIRANTE PARA REBOLO/TIMBA/TAMTAM COM PORCA (PACOTE COM 6) ,"265,2",,,
"851C - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 6)",663,,,
841 - TALABARTE DE COURO 1 GANCHO ,"281,775",,,
841N - TALABARTE DE NYLON 1 GANCHO ,"147,5175",,,
TIMBAL,,categoria,,
ALUMÍNIO ,,sub,,
LAL9014TB16 - ALUMÍNIO - 16 AFINAÇÕES - EPOXI / LAMINADA,4641,,,
LAL9014TBCR16 - ALUMÍNIO - 16 AFINAÇÕES- CROMADA / LAMINADA,"5138,25",,,
LAL9014TBPP16 - ALUMÍNIO - 16 AFINAÇÕES- DOS CORES,"5602,35",,,
MADEIRA ,,sub,,
LME9014TB10 - MADEIRA DUPLA - 10 AFINAÇÕES - EPOXI / NYLON ,"3928,275",,,
LME9014TBCR10 - MADEIRA DUPLA - 10 AFINAÇÕES- CROMADA/ NYLON,"4226,625",,,
LME9014TBPP10 - MADEIRA DUPLA - 10 AFINAÇÕES-DOS CORES,"4757,025",,,
SUPORTE ,,sub,,
5996D - SUPORTE DESMONTAVEL PARA TIMBAL ,"2055,3",,,
CHAVE DE AFINAÇÃO ,,sub,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
ACESSÓRIOS ,,sub,,
844GT -TIRANTE PARA REBOLO/TIMBA/TAMTAM COM PORCA (PACOTE COM 10) ,"414,375",,,
"851CT - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 10) ","1077,375",,,
TIMBALETAS,,categoria,,
ALUMÍNIO ,,sub,,
"TBS - TIMBALES ALUMÍNIO 13"" e 14"" COM SUPORTE ","7375,875",,,
"TB - TIMBALES ALUMÍNIO 13"" e 14"" , AFINAÇÃO EM LATÃO - C/ SUPORTE - PROFISSIONAL ","10359,375",,,
ACESSÓRIOS ,,sub,,
BA07 - BAQUETA PARA TIMBALES - PAR,"67,9575",,,
TRIÂNGULO,,categoria,,
"825 - AÇO CROMADO - 6"" / 15cm - LIGA SONORA ","224,25",,,
"826 - AÇO CROMADO - 8"" / 20cm - LIGA SONORA ","282,75",,,
"827 - AÇO CROMADO - 10"" / 25cm - LIGA SONORA ","399,75",,,
"828 - AÇO CROMADO - 12""/ '30cm - LIGA SONORA","440,7",,,
"829 - AÇO CROMADO - 15"" / 38cm - LIGA SONORA - FORRÓ","557,7",,,
"830 - AÇO CROMADO - 17"" / 43cm - LIGA SONORA - FORROZÃO ","633,75",,,
XEQUERÊ,,categoria,,
5024 - XEQUERÊ ,"1740,375",,,
ZABUMBA,,categoria,,
ALUMÍNIO ,,sub,,
"BAL2018 - ALUMÍNIO - 20cm x 18"" - 8 AFINAÇÕES ","2817,75",,,
"BAL2020 - ALUMÍNIO - 20cm x 20"" - 10 AFINAÇÕES ",3315,,,
 MADEIRA ,,sub,,
"BME2016 - MADEIRA - 20cm x 16"" - 8 AFINAÇÕES ","3480,75",,,
"BME2016P - MADEIRA - 20cm x 16"" - 8 AFINAÇÕES - PINTADA ",2652,,,
"BME2018 - MADEIRA - 20cm x 18"" - 8 AFINAÇÕES ","2817,75",,,
"BME2018CR - MADEIRA - 20cm x 18"" - 8 AFINAÇÕES - CROMADA ","3232,125",,,
"BME2020 - MADEIRA - 20cm x 20"" - 10 AFINAÇÕES ","3215,55",,,
MADEIRA COM AFINAÇÃO INDIVIDUAL ,,sub,,
"BAT2018C - 20cm x 18"" - 16 AFINAÇÕES - PELE BATEDEIRA POROSA/LAMINADA ","4143,75",,,
"BAT2018CP - 20cm x 18"" - 16 AFIN. - PELE BATEDEIRA POROSA/LAMINADA - PINTADA ","4607,85",,,
"BAT2020C - 20cm x 20"" - 20 AFINAÇÕES - PELE BATEDEIRA POROSA/LAMINADA","4922,775",,,
CHAVE DE AFINAÇÃO ,,sub,,
888G - CHAVE DE AFINAÇÃO TUBULAR,"77,9025",,,
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,"41,4375",,,
"891G - CHAVE DE AFINAÇÃO EM ""L"" PROFISSIONAL ","165,75",,,
ACESSÓRIOS ,,sub,,
BA29 - BAQUETA PARA ZABUMBA - UNIDADE ,"87,8475",,,
BA34 - BAQUETA BACALHAU PARA ZABUMBA - UNIDADE ,"22,8735",,,
842 - TALABARTE DE COURO 2 GANCHOS ,"328,185",,,
842N - TALABARTE DE NYLON 2 GANCHOS,"162,435",,,
PELES ,,categoria,,
LINHA BATERA,,categoria,,
HIDRÁULICA - FILME DUPLO,,sub,,
"BHDG06M - HIDRAÚLICA 6""",195,,,
"BHDG08M - HIDRAÚLICA 8""","243,75",,,
"BHDG10M - HIDRAÚLICA 10""",273,,,
"BHDG12M - HIDRAÚLICA 12""",351,,,
"BHDG13M - HIDRAÚLICA 13""",390,,,
"BHDG14M - HIDRAÚLICA 14""",429,,,
"BHDG15M - HIDRAÚLICA 15""",468,,,
"BHDG16M - HIDRAÚLICA 16""","487,5",,,
"BHDG18L - HIDRAÚLICA 18""","760,5",,,
"BHDG20L - HIDRAULICA 20""","838,5",,,
"BHDG22L - HIDRAÚLICA 22""","955,5",,,
HIDRÁULICA - FILME DUPLO - COM ABAFADOR,,sub,,
"BHDG18LM -VHIDRAÚLICA 18"" c/ ABAFADOR ",897,,,
"BHDG20LM - HIDRAÚLICA 20"" c/ ABAFADOR ",1014,,,
"BHDG22LM - HIDRAÚLICA 22"" c/ ABAFADOR ",1170,,,
CLARA CRISTAL MONOFILME,,sub,,
"BTRC10 - BATERA CLARA CRISTAL 10"" ",234,,,
"BTRC12 - BATERA CLARA CRISTAL 12"" ",312,,,
"BTRC13 - BATERA CLARA CRISTAL 13"" ","331,5",,,
"BTRC14 - BATERA CLARA CRISTAL 14"" ","370,5",,,
"BTRC16 - BATERA CLARA CRISTAL 16"" ",429,,,
"BTRC18 - BATERA CLARA CRISTAL 18"" ",663,,,
"BTRC20 - BATERA CLARA CRISTAL 20"" ",741,,,
"BTRC22 - BATERA CLARA CRISTAL 22"" ",819,,,
BRANCA - POROSA - MONOFILME,,sub,,
"BPWC13 - BATERA POROSA 13""",390,,,
"BPWC14 - BATERA POROSA 14"" ",429,,,
BRANCA - POROSA - COM ABAFADOR,,sub,,
"BWCD13M - BATERA POROSA 13"" c/ ABAFADOR",429,,,
"BWCD14M - BATERA POROSA 14"" c/ ABAFADOR",468,,,
HIDRÁULICA POROSA - FILME DUPLO,,sub,,
"BHDC12M - BATERA HIDRÁULICA POROSA 12"" ",507,,,
"BHDC13M - BATERA HIDRÁULICA POROSA 13"" ","565,5",,,
"BHDC14M - BATERA HIDRÁULICA POROSA 14"" ",624,,,
"BHDC16M - BATERA HIDRÁULICA POROSA 16"" ",702,,,
RESPOSTA DE CAIXA E BUMBO,,categoria,,
CRISTAL PARA CAIXA ,,sub,,
"BSS10 - RESPOSTA TRANSPARENTE 10"" ","99,45",,,
"BSS12 - RESPOSTA TRANSPARENTE 12"" ","126,75",,,
"BSS13 - RESPOSTA TRANSPARENTE 13""","136,5",,,
"BSS14 - RESPOSTA TRANSPARENTE 14"" ",156,,,
PRETA DE BUMBO ,,sub,,
"BBCB18 - BATERA BAIXO PRETA 18""",819,,,
"BBCB20 - BATERA BAIXO PRETA20"" ","916,5",,,
"BBCB22 - BATERA BAIXO PRETA 22"" ",1014,,,
PRETA DE BUMBO COM FURO ,,sub,,
"BBCB18F - BATERA BAIXO PRETA 18""","877,5",,,
"BBCB20F - BATERA BAIXO PRETA20"" ",975,,,
"BBCB22F - BATERA BAIXO PRETA 22""","1072,5",,,
PRETA DE BUMBO COM ABAFADOR ,,sub,,
"BCB18M - BAT 18"" ABAFADOR ",1014,,,
"BCB20M - BAT 20"" ABAFADOR ",1092,,,
"BCB22M - BAT 22"" ABAFADOR ",1209,,,
PELE MUDA,0,categoria,,
"GPH06 - PELE PARA ESTUDO PRETA - 6""",156,,,
"GPH08 - PELE PARA ESTUDO PRETA - 8"" ","175,5",,,
"GPH10 - PELE PARA ESTUDO PRETA - 10""",195,,,
