RPT16,"Timbal Madeira Fosca Pele Nailon 90X14"" 16 afinações",,,$ 5.497,
COD.,Acessórios,,,0,categoria
RAE01,Estojo p/ Violão Clássico,,,$ 3.310,
RAE02,Estojo p/ Violão 7 Cordas,,,$ 3.761,
RAE03,Estojo p/ Cavaco,,,$ 2.371,
RAE04,Estojo p/ Viola Ponteio,,,$ 3.246,
RAE05,Estojo p/ Viola Cinturada,,,$ 3.192,
RAE06,Estojo p/ Viola Clássica,,,$ 3.192,
RAE07,Estojo p/ Banjo,,,$ 2.623,
RAE08,Estojo p/ Violão Folk   (p/ 6 e 12 cordas),,,$ 3.671,
RAE09 ,Estojo p/ Bandolim,,,$ 2.623,
RAE10  ,"Estojo p/ Pandeiro 10""",,,$ 2.091,
RAE11  ,"Estojo p/ Pandeiro 11"" ",,,$ 2.091,
RAE12   ,"Estojo p/ Pandeiro 12""",,,$ 2.181,
RACT,Capa Almofadada p/ Tanajura,,,$ 799,
RA-ATN3000,Equalizador  Cavaco Ativo 2 Bandas c/ Afinador Cromático,,,$ 1.116,
RA-EDGE ND,Equalizador Viola Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 2.515,
RA-EDGE ND,Equalizador Violão Nl Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 2.515,
RA-EDGE ND,Equalizador Violão Aço Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 2.515,
RA-EDGE ND,Equalizador Violão 7C Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 2.515,
RA-EDGE BT,Equalizador Violão Nl Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 2.677,
RA-EDGE BT,Equalizador Violão Aço Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 2.677,
RA-EDGE BT,Equalizador Violão 7C Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 2.677,
RAC002,Correia 5cm - Rozini Bordado Náilon,,,$ 420,
RAC003,Correia 7cm - Rozini Bordado Náilon,,,$ 511,
RAB007,Pele p/ banjo (Couro de cabra tratado),,,$ 511,
RACV008,Cavalete p/ banjo ,,,$ 429,
RACV009,Cavalete p/ cavaquinho ,,,$ 443,
RACV010,Cavalete p/ viola  ,,,$ 443,
RACV011,Cavalete p/ violão,,,$ 443,
RACV012,Cavalete p/ bandolim,,,$ 429,
RAB013,Aro p/ Banjo Inferior,,,$ 682,
RAB014,Aro p/ Banjo Superior Cromado,,,$ 809,
RAB015,Aro p/ Banjo Superior Dourado c/ Cordal,,,$ 1.865,
RACB-C,Cordal para Bandolim Cromado,,,$ 502,
RACB-D,Cordal para Bandolim Dourado,,,$ 664,
COD.,Tarraxas Rozini,,,0,categoria
RA427NPK-A2W,Tarraxa Cavaco Pino Folk Cromada Botão Claro,,,$ 529,
RA427NPF-A2W,Tarraxa Cavaco Pino Fino Cromada Botão Claro,,,$ 520,
RA427NPG-A2W,Tarraxa Cavaco Pino Grosso Cromada Botão Claro,,,$ 520,
RA427GPF-A2W ,Tarraxa Cavaco Pino Fino Dourada Botão Claro,,,$ 655,
RAX427GPF-A2B,Tarraxa Cavaco Pino Fino 18 Dentes Dourada Botão Escuro,,,$ 736,
RAX427NPG-A2W,Tarraxa Cavaco Pino Grosso 18 Dentes Cromada Botão Claro,,,$ 583,
RAX427GPG-A2B,Tarraxa Cavaco Pino Grosso 18 Dentes Dourada Botão Escuro,,,$ 736,
RAX427CAPG-A2B,Tarraxa Cavaco Pino Grosso 18 Dentes Cobre-Velho Botão Escuro,,,$ 827,
RA346NPK-SW,Tarraxa Bandolim Pino Folk Cromada Botão Claro,,,$ 529,
RA346GPK-SW,Tarraxa Bandolim Pino Folk Dourada Botão Claro,,,$ 818,
RA339NPK-SW,Tarraxa Viola Pino Folk Cromada Botão Claro,,,$ 691,
RA339NPF-SW,Tarraxa Viola Pino Fino Cromada Botão Claro,,,$ 664,
RA339GPF-SW,Tarraxa Viola Pino Fino Dourada Botão Claro,,,$ 908,
RAX339NPF-SW,Tarraxa Viola Pino Fino 18 Dentes Cromada Botão Claro,,,$ 908,
RAX339GPF-SB,Tarraxa Viola Pino Fino 18 Dentes Dourada Botão Escuro,,,$ 1.188,
RAX339GPF-SW,Tarraxa Viola Pino Fino 18 Dentes Dourada Botão Claro,,,$ 1.188,
RAX339CAPF-SB,Tarraxa Viola Pino Fino 18 Dentes Cobre-Velho Botão Escuro,,,$ 1.296,
RAX339GPG-SB,Tarraxa Viola Pino Grosso 18 Dentes Dourada Botão Escuro,,,$ 1.188,
RAX339GPG-SW,Tarraxa Viola Pino Grosso 18 Dentes Dourada Botão Claro,,,$ 1.188,
RA242C-B2C (2+2),Tarraxa Contra-Baixo Individual Blindada Cromada,,,$ 953,
RA242C-B2C (Rx4),Tarraxa Contra-Baixo Individual Blindada Cromada em linha,,,$ 953,
RA333C-D2 (3+3),Tarraxa Violão Individual Blindada Cromada,,,$ 818,
RA333G-D2(3+3),Tarraxa Violão Individual Blindada Dourada,,,$ 1.188,
RA333B-D2B (3+3),Tarraxa Violão Individual Blindada Preta,,,$ 908,
RA333C-D2(Rx6),Tarraxa Violão Individual Blindada Cromada em linha,,,$ 818,
RA333G-D2(Rx6),Tarraxa Violão Individual Blindada Dourada em linha,,,$ 1.188,
RA333B-D2B(Rx6),Tarraxa Violão Individual Blindada Preta em linha,,,$ 908,
RA341GPK-SW,Tarraxa Violão 12 Cordas Dourada Pino Folk Botão Claro,,,$ 953,
