RV123ATN,"Viola Concertista Ponteio  Ativa 4 B. FISHMAN c/ Afin. Nat. tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 32.655,
RV103ACN,"Viola Concertista Cinturada  Acústica Natural   tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 29.901,
RV103ATN,"Viola Concertista Cinturada Ativa 4 B. FISHMAN c/ Afin. Nat. tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 34.615,
RV113ACN,"Viola Concertista Clássica  Acústica Natural   tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 31.942,
RV113ATN,"Viola Concertista Clássica  Ativa 4 B. FISHMAN c/ Afin. Nat. tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 38.940,
RV141ATN,Viola Flat Ativa 4 B. c/ Afinador Digital Natural    tampo maciço,,,$ 12.259,
RV191ACN,Viola Estilo Acústica Natural                           ,,,$ 10.639,
RV191ATN,Viola Estilo Ativa 4 B. c/ Afinador Digital Natural                  ,,,$ 14.073,
RV121ACV,Viola Sertaneja Ponteio  Acústica Vermelha,,,$ 8.727,
RV121ATV,Viola Sertaneja Ponteio  Ativa 4 B. c/ Afinador Digital Vermelha,,,$ 12.162,
RV121ACB,Viola Sertaneja Ponteio  Acústica Branca,,,$ 8.727,
RV121ATB,Viola Sertaneja Ponteio  Ativa 4 B. c/ Afinador Digital Branca,,,$ 12.162,
RV121ACP,Viola Sertaneja Ponteio  Acústica Preta,,,$ 8.727,
RV121ATP,Viola Sertaneja Ponteio  Ativa 4 B. c/ Afinador Digital Preta,,,$ 12.162,
RV101ACV,Viola Sertaneja Cinturada  Acústica Vermelha,,,$ 9.165,
RV101ATV,Viola Sertaneja Cinturada  Ativa 4 B. c/ Afinador Digital Vermelha,,,$ 12.599,
RV101ACB,Viola Sertaneja Cinturada  Acústica Branca,,,$ 9.165,
RV101ATB,Viola Sertaneja Cinturada  Ativa 4 B. c/ Afinador Digital Branca,,,$ 12.599,
RV101ACP,Viola Sertaneja Cinturada  Acústica Preta,,,$ 9.165,
RV101ATP,Viola Sertaneja Cinturada  Ativa 4 B. c/ Afinador Digital Preta,,,$ 12.599,
RV111ACV,Viola Sertaneja Clássica  Acústica Vermelha,,,$ 9.165,
RV111ATV,Viola Sertaneja Clássica  Ativa 4 B. c/ Afinador Digital Vermelha,,,$ 12.599,
RV111ACB,Viola Sertaneja Clássica  Acústica Branca,,,$ 9.165,
RV111ATB,Viola Sertaneja Clássica  Ativa 4 B. c/ Afinador Digital Branca,,,$ 12.599,
RV111ACP,Viola Sertaneja Clássica  Acústica Preta,,,$ 9.165,
RV111ATP,Viola Sertaneja Clássica  Ativa 4 B. c/ Afinador Digital Preta,,,$ 12.599,
COD.,Bandolins/ Banjos / Cavacos,,,PRECIO,categoria
RB21ACN,Bandolim Studio Acústico Natural,,,$ 10.072,
RB21ELN,Bandolim Studio Elétrico Natural,,,$ 11.692,
RB22ACN,Bandolim Profissional Acústico Natural    tampo maciço,,,$ 14.252,
RB22ELN,Bandolim Profissional Elétrico Natural    tampo maciço,,,$ 15.872,
RB22AT-LP,Bandolim Profissional Ativo 2 B. c/ Afinador Natural Fosco    tampo maciço,,,$ 18.010,
RJ14ELF,Banjo Estudante Caixa Larga Elétrico Natural Fosco,,,$ 9.651,
RJ11ELN,Banjo Studio Elétrico Natural,,,$ 9.651,
RJ11ELB  ,Banjo Studio Caixa Larga Elétrico Branco,,,$ 10.137,
RJ11ELP,Banjo Studio Caixa Larga Elétrico Preto,,,$ 10.137,
RJ11ELV  ,Banjo Studio Caixa Larga Elétrico Verde,,,$ 10.137,
RJ11ELA   ,Banjo Studio Caixa Larga Elétrico Azul,,,$ 10.137,
RJ12ELN,Banjo Profissional Elétrico Madeira Escura Natural,,,$ 15.548,
RJ13ELN,Banjo Profissional Elétrico Madeira Clara Natural,,,$ 15.548,
RJ15ATF,Banjo Estilo Ativo 2 B. c/ Afinador Natural Fosco,,,$ 16.131,
RJ17ELN  ,Banjo Show Elétrico Natural     laterais e fundo maciços,,,$ 18.496,
RC09ACN,Cavaco Estudante Acústico Natural,,,$ 5.585,
RC09ELN,Cavaco Estudante Elétrico Natural ,,,$ 6.233,
RC10ACF,Cavaco Estudante Caixa Larga Acústico Natural Fosco ,,,$ 5.536,
RC10ELF,Cavaco Estudante Caixa Larga Elétrico Natural Fosco ,,,$ 6.184,
RC01ACN,Cavaco Studio Acústico Natural,,,$ 6.443,
RC01ELN,Cavaco Studio Elétrico Natural,,,$ 7.059,
RC01ACB,Cavaco Studio Acústico Branco,,,$ 7.075,
RC01ELB,Cavaco Studio Elétrico Branco,,,$ 7.691,
RC01ACP,Cavaco Studio Acústico Preto,,,$ 7.075,
RC01ELP,Cavaco Studio Elétrico Preto,,,$ 7.691,
RC02ACN,Cavaco Clássico Acústico Natural    tampo maciço,,,$ 8.177,
RC02ELN,Cavaco Clássico Elétrico Natural    tampo maciço,,,$ 8.792,
RC03ELP,Cavaco Fiber Studio Elétrico Preto,,,$ 7.804,
RC04ELN,Cavaco Paulistinha Studio Elétrico Natural  tampo maciço,,,$ 6.962,
RC04ELB,Cavaco Paulistinha Studio Elétrico Branco   tampo maciço,,,$ 7.545,
RC04ELP,Cavaco Paulistinha Studio Elétrico Preto   tampo maciço,,,$ 7.545,
RC11ATF,"Cavaco Estilo Ativo 2 B. FISHMAN c/ Afinador Natural Fosco   tampo , laterais e fundo maciço Mogno",,,$ 16.617,
RC20ACN,"Cavaco Nogueira Acústico Natural   tampo maciço, laterais e fundo maciços Nogueira + estojo",,,$ 16.309,
RC20ATN,"Cavaco Nogueira Ativo 2 B. FISHMAN c/ Afinador Nat. tampo maciço, laterais e fundo Nogueira maciço + estojo",,,$ 19.711,
RC06ACN-E,"Cavaco Concertista Acústico Natural Escuro    tampo maciço, laterais e fundo maciços Jacarandá + estojo",,,$ 18.010,
RC06ATN-E,"Cavaco Concertista Ativo 2 B. FISHMAN c/ Afinador Nat. Esc. tampo maciço, laterais e fundo Jacarandá maciço + estojo",,,$ 21.412,
RC06ACN-C,"Cavaco Concertista Acústico Natural Claro tampo maciço, laterais e fundo Maple maciço + estojo",,,$ 18.010,
RC06ATN-C,"Cavaco Concertista Ativo 2 B. FISHMAN c/ Afinador Nat. Claro  tampo maciço, laterais e fundo Maple maciço + estojo",,,$ 21.412,
RC07ATNC,Cavaco  Profissional Ativo 2 B. FISHMAN c/ Afinador Natural Claro   tampo maciço                                       ,,,$ 12.907,
RC07ATNE,Cavaco  Profissional Ativo 2 B. FISHMAN c/ Afinador Natural Escuro   tampo maciço,,,$ 12.907,
RC15AT-LP,Cavaco Presença Brasil Ativo 2 B. c/ Afinador Louro Preto     tampo maciço,,,$ 11.044,
RC16ATF,Cavaco Moreno Ativo 2 B. c/ Afinador Natural Fosco,,,$ 10.185,
RC17ATN,Cavaco Show Ativo 2 B. FISHMAN c/ Afinador   tampo maciço,,,$ 13.976,
COD.,Série Assinada,,,PRECIO,categoria
RC13ATN-F,"Cavaco Fogaça Ativo 2 B. c/ Afinador Fosco  tampo, lateral e fundo maciço de Mogno",,,$ 10.509,
RC04EL-MS,Cavaco Paulistinha Mário Sérgio Elétrico  tampo maciço,,,$ 9.618,
RV161AC,Viola Nestor da Viola Acústica  tampo maciço,,,$ 12.486,
RV161AT,Viola Nestor da Viola Ativa 4 B. c/ Afinador Digital  tampo maciço,,,$ 15.920,
RV181ACN,Viola Tião Carreiro STD. Acústica Natural    tampo maciço    ,,,$ 17.281,
RV181ATN,Viola Tião Carreiro STD. Ativa 4 B. c/ Afinador Digital Natural    tampo maciço,,,$ 20.715,
RV182ACN,Viola Tião Carreiro LX. Acústica Natural    tampo maciço e braço de Maple                ,,,$ 24.895,
RV182ATN,Viola Tião Carreiro LX. Ativa 4 B. FISHMAN c/ Afinador Natural    tampo maciço e braço de Maple ,,,$ 31.877,
RV192ACN,Viola Inezita Barroso Acústica Natural    tampo maciço,,,$ 12.777,
RV192ATN,Viola Inezita Barroso Ativa 4 B. c/ Afinador Digital Natural   tampo maciço,,,$ 16.212,
RX292ACN,Violão Inezita Barroso Acústico Natural   tampo maciço,,,$ 9.505,
RX292ATN,Violão Inezita Barroso Ativo 4 B. c/ Afinador Digital Natural    tampo maciço,,,$ 12.939,
COD.,Percussão,,,PRECIO,categoria
RPT01-EL,Tanajura Elétrico,,,$ 7.350,
RPP10AS ,"Pandeiro 10"" Profissional Madeira Fosca Afinação Simples Pele Super Nailon",,,$ 3.252,
RPP10AD,"Pandeiro 10"" Profissional Madeira Fosca Afinação Dupla Pele Super Nailon",,,$ 3.900,
RPP11AS   ,"Pandeiro 11"" Profissional Madeira Fosca Afinação Simples Pele Super Nailon",,,$ 3.398,
RPP11AD,"Pandeiro 11"" Profissional Madeira Fosca Afinação Dupla Pele Super Nailon",,,$ 4.062,
RPP12AS   ,"Pandeiro 12"" Profissional Madeira Fosca Afinação Simples Pele Super Nailon",,,$ 3.543,
RPP12AD ,"Pandeiro 12"" Profissional Madeira Fosca Afinação Dupla Pele Super Nailon",,,$ 4.191,
RPP10ASC,"Pandeiro 10"" Profissional Madeira Fosca Afinação Simples Pele Animal",,,$ 3.430,
RPP11ASC,"Pandeiro 11"" Profissional Madeira Fosca Afinação Simples Pele Animal",,,$ 3.592,
RPPN10AD,"Pandeiro 10"" Profissional Madeira Nogueira Natural Afinação Dupla Pele Super Nailon",,,$ 4.337,
RPPN11AD,"Pandeiro 11"" Profissional Madeira Nogueira Natural Afinação Dupla Pele Super Nailon",,,$ 4.532,
RPPN12AD,"Pandeiro 12"" Profissional Madeira Nogueira Natural Afinação Dupla Pele Super Nailon",,,$ 4.661,
RPRC10,"Rebolo Cônico Madeira Fosca 50X10""",,,$ 5.487,
RPRC12,"Rebolo Cônico Madeira Fosca 50X12""",,,$ 5.763,
RPR10,"Relobo Madeira Fosca 50X10""",,,$ 5.487,
RPR12,"Rebolo Madeira Fosca 50X12""",,,$ 5.763,
RPRM10,"Repique de Mão Madeira Fosca 30X10""",,,$ 4.175,
RPRM12,"Repique de Mão Madeira Fosca 30X12""",,,$ 4.548,
RPRA10,"Repique de Anel Madeira Fosca 30X10""",,,$ 5.795,
RPRA12,"Repique de Anel Madeira Fosca 30X12""",,,$ 6.443,
RPTT14,"Tan Tan Madeira Fosca Pele Animal 70X14"" ",,,$ 6.508,
RPT12,"Timbal Madeira Fosca Pele Nailon 90X14"" 12 afinações",,,$ 7.853,
RPT16,"Timbal Madeira Fosca Pele Nailon 90X14"" 16 afinações",,,$ 8.889,
COD.,Acessórios,,,PRECIO,categoria
RAE01,Estojo p/ Violão Clássico,,,$ 5.846,
RAE02,Estojo p/ Violão 7 Cordas,,,$ 6.656,
RAE03,Estojo p/ Cavaco,,,$ 4.161,
RAE04,Estojo p/ Viola Ponteio,,,$ 5.733,
RAE05,Estojo p/ Viola Cinturada,,,$ 5.635,
RAE06,Estojo p/ Viola Clássica,,,$ 5.635,
RAE07,Estojo p/ Banjo,,,$ 4.615,
RAE08,Estojo p/ Violão Folk   (p/ 6 e 12 cordas),,,$ 6.494,
RAE09 ,Estojo p/ Bandolim,,,$ 4.615,
RAE10  ,"Estojo p/ Pandeiro 10""",,,$ 3.659,
RAE11  ,"Estojo p/ Pandeiro 11"" ",,,$ 3.659,
RAE12   ,"Estojo p/ Pandeiro 12""",,,$ 3.821,
RACT,Capa Almofadada p/ Tanajura,,,$ 1.342,
RA-ATN3000,Equalizador  Cavaco Ativo 2 Bandas c/ Afinador Cromático,,,$ 1.909,
RA-EDGE ND,Equalizador Viola Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 4.420,
RA-EDGE ND,Equalizador Violão Nl Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 4.420,
RA-EDGE ND,Equalizador Violão Aço Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 4.420,
RA-EDGE ND,Equalizador Violão 7C Ativo 4 Bandas c/ Afinador Cromático Digital,,,$ 4.420,
RA-EDGE BT,Equalizador Violão Nl Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 4.712,
RA-EDGE BT,Equalizador Violão Aço Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 4.712,
RA-EDGE BT,Equalizador Violão 7C Ativo 4 Bandas c/  Afinador Cromático + Microfone,,,$ 4.712,
RAC002,Correia 5cm - Rozini Bordado Náilon,,,$ 662,
RAC003,Correia 7cm - Rozini Bordado Náilon,,,$ 824,
RAB007,Pele p/ banjo (Couro de cabra tratado),,,$ 824,
RACV008,Cavalete p/ banjo ,,,$ 678,
RACV009,Cavalete p/ cavaquinho ,,,$ 703,
RACV010,Cavalete p/ viola  ,,,$ 703,
RACV011,Cavalete p/ violão,,,$ 703,
RACV012,Cavalete p/ bandolim,,,$ 678,
RAB013,Aro p/ Banjo Inferior,,,$ 1.132,
RAB014,Aro p/ Banjo Superior Cromado,,,$ 1.359,
RAB015,Aro p/ Banjo Superior Dourado c/ Cordal,,,$ 3.254,
RACB-C,Cordal para Bandolim Cromado,,,$ 808,
RACB-D,Cordal para Bandolim Dourado,,,$ 1.099,
COD.,Tarraxas Rozini,,,PRECIO,categoria
RA427NPK-A2W,Tarraxa Cavaco Pino Folk Cromada Botão Claro,,,$ 856,
RA427NPF-A2W,Tarraxa Cavaco Pino Fino Cromada Botão Claro,,,$ 840,
RA427NPG-A2W,Tarraxa Cavaco Pino Grosso Cromada Botão Claro,,,$ 840,
RA427GPF-A2W ,Tarraxa Cavaco Pino Fino Dourada Botão Claro,,,$ 1.083,
RAX427GPF-A2B,Tarraxa Cavaco Pino Fino 18 Dentes Dourada Botão Escuro,,,$ 1.229,
RAX427NPG-A2W,Tarraxa Cavaco Pino Grosso 18 Dentes Cromada Botão Claro,,,$ 954,
RAX427GPG-A2B,Tarraxa Cavaco Pino Grosso 18 Dentes Dourada Botão Escuro,,,$ 1.229,
RAX427CAPG-A2B,Tarraxa Cavaco Pino Grosso 18 Dentes Cobre-Velho Botão Escuro,,,$ 1.391,
RA346NPK-SW,Tarraxa Bandolim Pino Folk Cromada Botão Claro,,,$ 856,
RA346GPK-SW,Tarraxa Bandolim Pino Folk Dourada Botão Claro,,,$ 1.375,
RA339NPK-SW,Tarraxa Viola Pino Folk Cromada Botão Claro,,,$ 1.148,
RA339NPF-SW,Tarraxa Viola Pino Fino Cromada Botão Claro,,,$ 1.099,
RA339GPF-SW,Tarraxa Viola Pino Fino Dourada Botão Claro,,,$ 1.537,
RAX339NPF-SW,Tarraxa Viola Pino Fino 18 Dentes Cromada Botão Claro,,,$ 1.537,
RAX339GPF-SB,Tarraxa Viola Pino Fino 18 Dentes Dourada Botão Escuro,,,$ 2.039,
RAX339GPF-SW,Tarraxa Viola Pino Fino 18 Dentes Dourada Botão Claro,,,$ 2.039,
RAX339CAPF-SB,Tarraxa Viola Pino Fino 18 Dentes Cobre-Velho Botão Escuro,,,$ 2.233,
RAX339GPG-SB,Tarraxa Viola Pino Grosso 18 Dentes Dourada Botão Escuro,,,$ 2.039,
RAX339GPG-SW,Tarraxa Viola Pino Grosso 18 Dentes Dourada Botão Claro,,,$ 2.039,
RA242C-B2C (2+2),Tarraxa Contra-Baixo Individual Blindada Cromada,,,$ 1.618,
RA242C-B2C (Rx4),Tarraxa Contra-Baixo Individual Blindada Cromada em linha,,,$ 1.618,
RA333C-D2 (3+3),Tarraxa Violão Individual Blindada Cromada,,,$ 1.375,
RA333G-D2(3+3),Tarraxa Violão Individual Blindada Dourada,,,$ 2.039,
RA333B-D2B (3+3),Tarraxa Violão Individual Blindada Preta,,,$ 1.537,
RA333C-D2(Rx6),Tarraxa Violão Individual Blindada Cromada em linha,,,$ 1.375,
RA333G-D2(Rx6),Tarraxa Violão Individual Blindada Dourada em linha,,,$ 2.039,
RA333B-D2B(Rx6),Tarraxa Violão Individual Blindada Preta em linha,,,$ 1.537,
RA341GPK-SW,Tarraxa Violão 12 Cordas Dourada Pino Folk Botão Claro,,,$ 1.618,
RA240CPK-M11,Tarraxa Violão 12 Cordas Cromada Pino Folk Botão Cromado,,,$ 1.213,
RA218NPG,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 775,
RA214NPG,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 840,
RA214GPG,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 1.099,
RA214NPF,Tarraxa Violão Aço Pino Fino Cromada Botão Claro,,,$ 840,
RA214GPF,Tarraxa Violão Aço Pino Fino Dourada Botão Claro,,,$ 1.099,
RA310NKPG-A1B,Tarraxa Violão Náilon Pino Grosso Cromada Botão Escuro,,,$ 1.067,
RA310GKPG-P1W,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 1.553,
RA205GKPG-P14R,Tarraxa Violão Náilon Pino Grosso Dourada Botão Avermelhado,,,$ 2.007,
RA305GKPG-P2W,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 2.007,
RA305NKPG-P2W,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro ,,,$ 1.650,
RA207GKPG-P14I,Tarraxa Violão Náilon Pino Grosso Preta c/ Detalhes Dourados Botão Claro,,,$ 1.974,
RA405NKPG-A2W,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 1.148,
RA405GKPG-A2B,Tarraxa Violão Náilon Pino Grosso Dourada Botão Escuro,,,$ 1.456,
RA405ABPG-A2B,Tarraxa Violão Náilon Pino Grosso Ouro-Velho Botão Escuro,,,$ 1.537,
RA405CA-A2B,Tarraxa Violão Náilon Pino Grosso Cobre-Velho Botão Escuro,,,$ 1.602,
RA406NK7PG-A2W ,Tarraxa Violão 7 Cordas Náilon Pino Grosso Cromada Botão Claro,,,$ 1.245,
RA406GK7PG-A2B,Tarraxa Violão 7 Cordas Náilon Pino Grosso Dourada Botão Escuro,,,$ 1.618,
RA406AB7PG-A2B,Tarraxa Violão 7 Cordas Náilon Pino Grosso Ouro-Velho Botão Escuro,,,$ 1.715,
RA406GK8PG-A2B,Tarraxa Violão 8 Crodas Náilon Pino Grosso Dourada Botão Escuro,,,$ 1.796,
RAX200GKPG-P14I,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Botão Claro,,,$ 2.881,
RAX200ABPG-AS,Tarraxa Violão Náilon Pino Grosso 18 Dentes Ouro-Velho Botão Escuro,,,$ 2.914,
RAX102GPG-AS,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Fosco Botão Escuro,,,$ 3.772,
RAX102WPG-E2,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Luxo Detalhes e Botão de Ébano,,,$ 6.397,
RAX102SPG-S14,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Luxo Detalhes em Abalone e Botão de Madrepérola,,,$ 15.388,
