"647PECR - 12"" 18 COL. - PELE HOLOG. - 32 PRATINELAS - 8 ABAFADORES ",$ 3.140,
CHORO ,,sub
"628PECRA - 8"" - 5 COLUNAS - PELE ANIMAL - 8 PRATINELAS - 4 ABAFADORES ",$ 1.748,
"640PECRA - 10"" - 7 COLUNAS - PELE ANIMAL - 24 PRATINELAS - 6 ABAFADORES ",$ 2.068,
"643PECRA - 11""- 8 COLUNAS - PELE ANIMAL - 28 PRATINELAS - 7 ABAFADORES ",$ 2.260,
CHORINHO ESPECIAL ,,sub
"650CRA - 10""- 7 COLUNAS - PRATINELA LINHA TITANIUM",$ 2.020,
"650CRA4 - 10""- 7 COLUNAS -PRATINELA COM 4 CHUVEIRINHOS ",$ 2.420,
"650CRA8 - 10""- 7 COLUNAS - PRATINELA COM 8 CHUVEIRINHOS ",$ 2.548,
"650-LT - 10""- 7 COLUNAS - PRATINELA DE LATÃO CONCAVAS",$ 2.084,
"651CRA - 11"" - 8 COLUNAS - PRATINELA LINHA TITANIUM ",$ 2.500,
"651CRAC - 11""- 8 COLUNAS - 7 PARES DE PRATINELAS DE LATÃO CONCAVAS ",$ 2.580,
CHAVE DE AFINAÇÃO ,,sub
854G - CHAVE DE AFINAÇÃO ESTAMPADA PEQUENA ,$ 66,
"850G - CHAVE DE AFINAÇÃO PEQUENA REFORÇADA ""T""",$ 230,
ACESSÓRIOS ,,sub
841CP - TIRANTE PARA PANDEIRO COM PORCA (PACOTE COM 18) ,$ 406,
"850P - COLUNA PARA PANDEIRO DE ALUMÍNIO, COMPLETO (PACOTE COM 18)",$ 438,
PRATO,,categoria
"770B - 13"" PAR DE PRATOS PARA BANDA EM LATÃO - LIGA SONORA ",$ 3.260,
ACESSÓRIOS ,,sub
851 - CORREIA PARA PRATO EM COURO- PAR ,$ 260,
REBOLO,,categoria
RETO ALUMINIO,,sub
"LAL5012SMN - 50cm x 12"" - 6 COLUNAS - PELE NAPA",$ 3.192,
"LAL5012SMCR - 50cm x 12"" - 6 AFINAÇOES - PELE NAPA - CROMADO ",$ 3.352,
RETO MADEIRA ,,sub
"LME5012SMN - 50cm x 12"" - 6 COLUNAS - PELE NAPA - REFORÇO INF. ",$ 3.048,
"LME5012SMCR - 50cm x 12"" - 6 AFINAÇOES - PELE NAPA - REFORÇO INF. - CROMADO",$ 3.368,
CÔNICO ALUMINIO,,sub
"LAL4510TMA - 45cm x 10"" - 5 AFINAÇOES - PELE ANIMAL ",$ 3.128,
"LAL4510TMAP - 45cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO ",$ 3.238,
"LAL4510TMAPP - 45cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO (2 CORES) ",$ 3.480,
"LAL4510TMACRP - 45cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO - CROMADO ",$ 3.608,
"LAL5511TMA - 55cm x 11"" - 5 AFINAÇOES - PELE ANIMAL ",$ 3.880,
"LAL5511TMAP - 55cm x 11"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO ",$ 4.024,
" LAL5511TMAPP - 55cm x 11"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO (2 CORES) ",$ 4.280,
"LAL5511TMACR - 55cm x 11"" - 5 AFINAÇOES - PELE ANIMAL - CROMADO",$ 4.072,
"LAL5511TMACRP - 55cm x 11"" - 5 AFINAÇOES - PELE ANIMAL - CROMADO - PINTADO ",$ 4.360,
"LAL4512TMA - 45cm x 12"" - 6 AFINAÇÕES - PELE ANIMAL ",$ 3.880,
"LAL4512TMAPP - 45cm x 12"" - 6 AFINAÇÕES - PELE ANIMAL - (2 CORES) ",$ 4.440,
"LAL4512TMACR - 45cm x 12"" - 6 AFINAÇOES - PELE ANIMAL - CROMADO",$ 4.040,
"LAL4512TMACRP - 45cm x 12"" - 6 AFINAÇOES - PELE ANIMAL - PINTADO - CROMADO ",$ 4.200,
CONICO MADEIRA,,sub
"LME5010TMA - 50cm x 10"" - 5 AFINAÇOES - PELE ANIMAL",$ 2.760,
"LME5010TMAP - 50cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO ",$ 3.080,
"LME5010TMAPP - 50cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO (2 CORES)",$ 3.288,
"LME5010TMACR - 50cm x 10"" - 5 AFINAÇOES - PELE ANIMAL ",$ 3.048,
